developer-agreement,developer-agreement-type,planning-application,document-url,organisation,entry-date,start-date,end-date,slug
SL/2015/0840-da,community-infrastructure-levy,SL/2015/0840,,local-authority-eng:SLA,2020-12-09,2019-10-23,,/developer-agreement/local-authority-eng/SLA/SL-2015-0840-da
SL/2016/0244-da,community-infrastructure-levy,SL/2016/0244,,local-authority-eng:SLA,2020-12-09,2019-10-30,,/developer-agreement/local-authority-eng/SLA/SL-2016-0244-da
SL/2016/0250-da,community-infrastructure-levy,SL/2016/0250,,local-authority-eng:SLA,2020-12-09,2019-07-16,,/developer-agreement/local-authority-eng/SLA/SL-2016-0250-da
SL/2016/0602-da,community-infrastructure-levy,SL/2016/0602,,local-authority-eng:SLA,2020-12-09,2019-09-18,,/developer-agreement/local-authority-eng/SLA/SL-2016-0602-da
SL/2016/1015(2)-da,community-infrastructure-levy,SL/2016/1015,,local-authority-eng:SLA,2020-12-09,2020-02-03,,/developer-agreement/local-authority-eng/SLA/SL-2016-1015-2--da
SL/2017/0297-da,community-infrastructure-levy,SL/2017/0297,,local-authority-eng:SLA,2020-12-09,2020-02-07,,/developer-agreement/local-authority-eng/SLA/SL-2017-0297-da
SL/2017/0949-da,community-infrastructure-levy,SL/2017/0949,,local-authority-eng:SLA,2020-12-09,2019-08-12,,/developer-agreement/local-authority-eng/SLA/SL-2017-0949-da
SL/2018/0707-da,community-infrastructure-levy,SL/2018/0707,,local-authority-eng:SLA,2020-12-09,2019-08-09,,/developer-agreement/local-authority-eng/SLA/SL-2018-0707-da
SL/2018/0814-da,community-infrastructure-levy,SL/2018/0814,,local-authority-eng:SLA,2020-12-09,2019-05-03,,/developer-agreement/local-authority-eng/SLA/SL-2018-0814-da
SL/2018/1006-da,community-infrastructure-levy,SL/2018/1006,,local-authority-eng:SLA,2020-12-09,2019-06-20,,/developer-agreement/local-authority-eng/SLA/SL-2018-1006-da
SL/2019/0579-da,community-infrastructure-levy,SL/2019/0579,,local-authority-eng:SLA,2020-12-09,2020-01-13,,/developer-agreement/local-authority-eng/SLA/SL-2019-0579-da
SL/2018/0800-da,community-infrastructure-levy,SL/2018/0800,,local-authority-eng:SLA,2020-12-09,2019-01-22,,/developer-agreement/local-authority-eng/SLA/SL-2018-0800-da
SL/2017/0282-da,community-infrastructure-levy,SL/2017/0282,,local-authority-eng:SLA,2020-12-09,2018-04-05,,/developer-agreement/local-authority-eng/SLA/SL-2017-0282-da
SL/2018/0996-da,community-infrastructure-levy,SL/2018/0996,,local-authority-eng:SLA,2020-12-09,2019-04-16,,/developer-agreement/local-authority-eng/SLA/SL-2018-0996-da
SL/2018/0478-da,community-infrastructure-levy,SL/2018/0478,,local-authority-eng:SLA,2020-12-09,2018-08-22,,/developer-agreement/local-authority-eng/SLA/SL-2018-0478-da
CU/2018/0005-da,community-infrastructure-levy,CU/2018/0005,,local-authority-eng:SLA,2020-12-09,2018-08-25,,/developer-agreement/local-authority-eng/SLA/CU-2018-0005-da
SL/2017/0776-da,community-infrastructure-levy,SL/2017/0776,,local-authority-eng:SLA,2020-12-09,2018-09-13,,/developer-agreement/local-authority-eng/SLA/SL-2017-0776-da
SL/2018/0812-da,community-infrastructure-levy,SL/2018/0812,,local-authority-eng:SLA,2020-12-09,2019-01-22,,/developer-agreement/local-authority-eng/SLA/SL-2018-0812-da
SL/2017/0605-da,community-infrastructure-levy,SL/2017/0605,,local-authority-eng:SLA,2020-12-09,2019-06-19,,/developer-agreement/local-authority-eng/SLA/SL-2017-0605-da
SL/2015/1012-da,community-infrastructure-levy,SL/2015/1012,,local-authority-eng:SLA,2020-12-09,2019-06-28,,/developer-agreement/local-authority-eng/SLA/SL-2015-1012-da
SL/2018/0383-da,community-infrastructure-levy,SL/2018/0383,,local-authority-eng:SLA,2020-12-09,2018-11-16,,/developer-agreement/local-authority-eng/SLA/SL-2018-0383-da
SL/2019/0300-da,community-infrastructure-levy,SL/2019/0300,,local-authority-eng:SLA,2020-12-09,2019-08-21,,/developer-agreement/local-authority-eng/SLA/SL-2019-0300-da
SL/2017/1092-da,community-infrastructure-levy,SL/2017/1092,,local-authority-eng:SLA,2020-12-09,2019-01-11,,/developer-agreement/local-authority-eng/SLA/SL-2017-1092-da
SL/2015/1052-da,community-infrastructure-levy,SL/2015/1052,,local-authority-eng:SLA,2020-12-09,2019-10-23,,/developer-agreement/local-authority-eng/SLA/SL-2015-1052-da
SL/2018/0608-da,community-infrastructure-levy,SL/2018/0608,,local-authority-eng:SLA,2020-12-09,2019-02-15,,/developer-agreement/local-authority-eng/SLA/SL-2018-0608-da
SL/2016/1109-da,community-infrastructure-levy,SL/2016/1109,,local-authority-eng:SLA,2020-12-09,2019-01-24,,/developer-agreement/local-authority-eng/SLA/SL-2016-1109-da
SL/2019/0914-da,community-infrastructure-levy,SL/2019/0914,,local-authority-eng:SLA,2020-12-09,2020-01-17,,/developer-agreement/local-authority-eng/SLA/SL-2019-0914-da
SL/2015/1092-da,community-infrastructure-levy,SL/2015/1092,,local-authority-eng:SLA,2020-12-09,2019-06-20,,/developer-agreement/local-authority-eng/SLA/SL-2015-1092-da
SL/2016/1015(1)-da,community-infrastructure-levy,SL/2016/1015,,local-authority-eng:SLA,2020-12-09,2019-01-25,,/developer-agreement/local-authority-eng/SLA/SL-2016-1015-1--da
SL/2017/0841-da,section-106,SL/2017/0841,https://applications.southlakeland.gov.uk/fastweb/detail.asp?AltRef=SL/2017/0841&ApplicationNumber=SL%2F2017%2F0841&AddressPrefix=&Postcode=&Submit=Search,local-authority-eng:SLA,2020-12-09,2019-07-18,,/developer-agreement/local-authority-eng/SLA/SL-2017-0841-da
SL/2017/0992-da,section-106,SL/2017/0992,https://applications.southlakeland.gov.uk/fastweb/detail.asp?AltRef=SL/2017/0992&ApplicationNumber=SL%2F2017%2F0992&AddressPrefix=&Postcode=&Submit=Search,local-authority-eng:SLA,2020-12-09,2019-11-22,,/developer-agreement/local-authority-eng/SLA/SL-2017-0992-da
SL/2013/1120-da,section-106,SL/2013/1120,https://applications.southlakeland.gov.uk/fastweb/detail.asp?AltRef=SL/2013/1120&ApplicationNumber=SL%2F2013%2F1120&AddressPrefix=&Postcode=&Submit=Search,local-authority-eng:SLA,2020-12-14,2015-01-22,,/developer-agreement/local-authority-eng/SLA/SL-2013-1120-da
SL/2014/0506-da,section-106,SL/2014/0506,https://applications.southlakeland.gov.uk/fastweb/detail.asp?AltRef=SL/2014/0506&ApplicationNumber=SL%2F2014%2F0506&AddressPrefix=&Postcode=&Submit=Search,local-authority-eng:SLA,2020-12-14,2014-08-13,,/developer-agreement/local-authority-eng/SLA/SL-2014-0506-da
SL/2015/0733-da,section-106,SL/2015/0733,https://applications.southlakeland.gov.uk/fastweb/detail.asp?AltRef=SL/2015/0733&ApplicationNumber=SL%2F2015%2F0733&AddressPrefix=&Postcode=&Submit=Search,local-authority-eng:SLA,2020-12-09,2017-02-20,,/developer-agreement/local-authority-eng/SLA/SL-2015-0733-da
SL/2016/0528-da,section-106,SL/2016/0528,https://applications.southlakeland.gov.uk/fastweb/detail.asp?AltRef=SL/2016/0528&ApplicationNumber=SL%2F2016%2F0528&AddressPrefix=&Postcode=&Submit=Search,local-authority-eng:SLA,2020-12-09,2016-10-20,,/developer-agreement/local-authority-eng/SLA/SL-2016-0528-da
SL/2018/0814-da2,section-106,SL/2018/0814,https://applications.southlakeland.gov.uk/fastweb/detail.asp?AltRef=SL/2018/0814&ApplicationNumber=SL%2F2018%2F0814&AddressPrefix=&Postcode=&Submit=Search,local-authority-eng:SLA,2020-12-17,2019-04-25,,/developer-agreement/local-authority-eng/SLA/SL-2018-0814-da2
SL/2017/0841-da2,section-106,SL/2017/0841,https://applications.southlakeland.gov.uk/fastweb/detail.asp?AltRef=SL/2017/0841&ApplicationNumber=SL%2F2017%2F0841&AddressPrefix=&Postcode=&Submit=Search,local-authority-eng:SLA,2020-12-17,2019-07-18,,/developer-agreement/local-authority-eng/SLA/SL-2017-0841-da2
SL/2016/0602-da2,section-106,SL/2016/0602,https://applications.southlakeland.gov.uk/fastweb/detail.asp?AltRef=SL/2016/0602&ApplicationNumber=SL%2F2016%2F0602&AddressPrefix=&Postcode=&Submit=Search,local-authority-eng:SLA,2020-12-17,2019-09-03,,/developer-agreement/local-authority-eng/SLA/SL-2016-0602-da2
SL/2016/0504-da,section-106,SL/2016/0504,https://applications.southlakeland.gov.uk/fastweb/detail.asp?AltRef=SL/2016/0504&ApplicationNumber=SL%2F2016%2F0504&AddressPrefix=&Postcode=&Submit=Search,local-authority-eng:SLA,2020-12-17,2016-10-25,,/developer-agreement/local-authority-eng/SLA/SL-2016-0504-da
SL/2014/1036-da,section-106,SL/2014/1036,https://applications.southlakeland.gov.uk/fastweb/detail.asp?AltRef=SL/2014/1036&ApplicationNumber=SL%2F2014%2F1036&AddressPrefix=&Postcode=&Submit=Search,local-authority-eng:SLA,2020-12-14,2015-03-27,,/developer-agreement/local-authority-eng/SLA/SL-2014-1036-da
SL/2016/0888-da,section-106,SL/2016/0888,https://applications.southlakeland.gov.uk/fastweb/detail.asp?AltRef=SL/2016/0888&ApplicationNumber=SL%2F2016%2F0888&AddressPrefix=&Postcode=&Submit=Search,local-authority-eng:SLA,2020-12-17,2017-02-23,,/developer-agreement/local-authority-eng/SLA/SL-2016-0888-da
SL/2016/1015(1)-da2,section-106,SL/2016/1015,https://applications.southlakeland.gov.uk/fastweb/detail.asp?AltRef=SL/2016/1015&ApplicationNumber=SL%2F2016%2F1015&AddressPrefix=&Postcode=&Submit=Search,local-authority-eng:SLA,2020-12-17,2017-11-16,,/developer-agreement/local-authority-eng/SLA/SL-2016-1015-1--da2
SL/2016/0398-da,section-106,SL/2016/0398,https://applications.southlakeland.gov.uk/fastweb/detail.asp?AltRef=SL/2016/0398&ApplicationNumber=SL%2F2016%2F0398&AddressPrefix=&Postcode=&Submit=Search,local-authority-eng:SLA,2020-12-17,2018-12-14,,/developer-agreement/local-authority-eng/SLA/SL-2016-0398-da
SL/2012/0817-da,section-106,SL/2012/0817,https://applications.southlakeland.gov.uk/fastweb/detail.asp?AltRef=SL/2012/0817&ApplicationNumber=SL%2F2012%2F0817&AddressPrefix=&Postcode=&Submit=Search,local-authority-eng:SLA,2020-12-17,2015-08-26,,/developer-agreement/local-authority-eng/SLA/SL-2012-0817-da
