developer-agreement,developer-agreement-type,planning-application,document-url,organisation,entry-date,start-date,end-date,slug
01373/17-da,section-106,01373/17,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_93002,local-authority-eng:BOL,2020-09-09,2018-01-16,,/developer-agreement/local-authority-eng/BOL/01373-17-da
05595/19-da,section-106,05595/19,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_97249,local-authority-eng:BOL,2020-09-09,2019-05-03,,/developer-agreement/local-authority-eng/BOL/05595-19-da
90539/13-da,section-106,90539/13,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_84003,local-authority-eng:BOL,2020-09-09,2014-04-17,2016-12-20,/developer-agreement/local-authority-eng/BOL/90539-13-da
88121/12-da,section-106,88121/12,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_81589,local-authority-eng:BOL,2020-09-09,2010-12-31,2013-01-08,/developer-agreement/local-authority-eng/BOL/88121-12-da
75230/06-da,section-106,75230/06,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_54242,local-authority-eng:BOL,2020-09-09,2007-07-19,,/developer-agreement/local-authority-eng/BOL/75230-06-da
93610/15-da,section-106,93610/15,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_87063,local-authority-eng:BOL,2020-09-09,2014-11-26,2019-12-23,/developer-agreement/local-authority-eng/BOL/93610-15-da
78010/07-da,section-106,78010/07,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_57027,local-authority-eng:BOL,2020-09-09,2010-09-22,,/developer-agreement/local-authority-eng/BOL/78010-07-da
91081/13-da,section-106,91081/13,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_84541,local-authority-eng:BOL,2020-09-09,2014-11-26,,/developer-agreement/local-authority-eng/BOL/91081-13-da
94158/15-da,section-106,94158/15,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_87611,local-authority-eng:BOL,2020-09-09,2015-11-05,,/developer-agreement/local-authority-eng/BOL/94158-15-da
94696/15-da,section-106,94696/15,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_88147,local-authority-eng:BOL,2020-11-25,2017-06-29,,/developer-agreement/local-authority-eng/BOL/94696-15-da
