row-number,field,issue-type,value
1,organisation,default,local-authority-eng:GLO
2,organisation,default,local-authority-eng:GLO
3,organisation,default,local-authority-eng:GLO
4,organisation,default,local-authority-eng:GLO
5,organisation,default,local-authority-eng:GLO
6,organisation,default,local-authority-eng:GLO
7,organisation,default,local-authority-eng:GLO
8,organisation,default,local-authority-eng:GLO
9,organisation,default,local-authority-eng:GLO
10,organisation,default,local-authority-eng:GLO
11,organisation,default,local-authority-eng:GLO
12,organisation,default,local-authority-eng:GLO
