developer-agreement-contribution,amount,units,contribution-purpose,developer-agreement,organisation,entry-date,start-date,end-date,slug
18/00743/NEIGHBOURHOOD 1,7365.03,,neighbourhood-community-infrastructure-levy,18/00743/FUL/CIL,local-authority-eng:EPS,2019-09-25,2019-09-12,,/developer-agreement-contribution/local-authority-eng/EPS/18-00743-NEIGHBOURHOOD-1
18/00743/NEIGHBOURHOOD 2,7365.03,,neighbourhood-community-infrastructure-levy,18/00743/FUL/CIL,local-authority-eng:EPS,2019-09-25,2019-09-12,,/developer-agreement-contribution/local-authority-eng/EPS/18-00743-NEIGHBOURHOOD-2
18/00743/NEIGHBOURHOOD 3,7365.03,,neighbourhood-community-infrastructure-levy,18/00743/FUL/CIL,local-authority-eng:EPS,2019-09-25,2019-09-12,,/developer-agreement-contribution/local-authority-eng/EPS/18-00743-NEIGHBOURHOOD-3
18/00743/IDP 1,39280.14,,community-infrastructure-levy,18/00743/FUL/CIL,local-authority-eng:EPS,2019-09-25,2019-09-12,,/developer-agreement-contribution/local-authority-eng/EPS/18-00743-IDP-1
18/00743/IDP 2,39280.14,,community-infrastructure-levy,18/00743/FUL/CIL,local-authority-eng:EPS,2019-09-25,2019-09-12,,/developer-agreement-contribution/local-authority-eng/EPS/18-00743-IDP-2
18/00743/IDP 3,39280.13,,community-infrastructure-levy,18/00743/FUL/CIL,local-authority-eng:EPS,2019-09-25,2019-09-12,,/developer-agreement-contribution/local-authority-eng/EPS/18-00743-IDP-3
18/00743/FUL/S106 1,144934,,Initial off -site- affordable- housing -contribution,18/00743/FUL/S106,local-authority-eng:EPS,2019-09-25,2019-07-16,,/developer-agreement-contribution/local-authority-eng/EPS/18-00743-FUL-S106-1
18/00743/FUL/S106 2,10000,,Woodland contribution,18/00743/FUL/S106,local-authority-eng:EPS,2019-09-25,2019-07-16,,/developer-agreement-contribution/local-authority-eng/EPS/18-00743-FUL-S106-2
18/01383/CILADMIN 1,1228.97,,cil-administration-costs,18/01383/FUL/CIL,local-authority-eng:EPS,2019-09-25,2019-09-12,,/developer-agreement-contribution/local-authority-eng/EPS/18-01383-CILADMIN-1
18/01383/NEIGHBOURHOOD 1,3686.89,,neighbourhood-community-infrastructure-levy,18/01383/FUL/CIL,local-authority-eng:EPS,2019-09-25,2019-09-12,,/developer-agreement-contribution/local-authority-eng/EPS/18-01383-NEIGHBOURHOOD-1
18/01383/IDP 1,19663.43,,community-infrastructure-levy,18/01383/FUL/CIL,local-authority-eng:EPS,2019-09-25,2019-09-12,,/developer-agreement-contribution/local-authority-eng/EPS/18-01383-IDP-1
19/00303/CILADMIN 1,0,,cil-administration-costs,19/00303/FLH/CIL,local-authority-eng:EPS,2019-09-25,2019-09-18,,/developer-agreement-contribution/local-authority-eng/EPS/19-00303-CILADMIN-1
19/00303/NEIGHBOURHOOD 1,0,,neighbourhood-community-infrastructure-levy,19/00303/FLH/CIL,local-authority-eng:EPS,2019-09-25,2019-09-18,,/developer-agreement-contribution/local-authority-eng/EPS/19-00303-NEIGHBOURHOOD-1
19/00303/IDP 1,0,,community-infrastructure-levy,19/00303/FLH/CIL,local-authority-eng:EPS,2019-09-25,2019-09-18,,/developer-agreement-contribution/local-authority-eng/EPS/19-00303-IDP-1
19/00681/CILADMIN 1,954.89,,cil-administration-costs,19/00681/FUL/CIL,local-authority-eng:EPS,2019-10-14,2019-10-14,,/developer-agreement-contribution/local-authority-eng/EPS/19-00681-CILADMIN-1
19/00681/CILADMIN 2,954.89,,cil-administration-costs,19/00681/FUL/CIL,local-authority-eng:EPS,2019-10-14,2019-10-14,,/developer-agreement-contribution/local-authority-eng/EPS/19-00681-CILADMIN-2
19/00681/CILADMIN 3,954.89,,cil-administration-costs,19/00681/FUL/CIL,local-authority-eng:EPS,2019-10-14,2019-10-14,,/developer-agreement-contribution/local-authority-eng/EPS/19-00681-CILADMIN-3
19/00681/NEIGHBOURHOOD 1,2864.67,,neighbourhood-community-infrastructure-levy,19/00681/FUL/CIL,local-authority-eng:EPS,2019-10-14,2019-10-14,,/developer-agreement-contribution/local-authority-eng/EPS/19-00681-NEIGHBOURHOOD-1
19/00681/NEIGHBOURHOOD 2,2864.67,,neighbourhood-community-infrastructure-levy,19/00681/FUL/CIL,local-authority-eng:EPS,2019-10-14,2019-10-14,,/developer-agreement-contribution/local-authority-eng/EPS/19-00681-NEIGHBOURHOOD-2
19/00681/NEIGHBOURHOOD 3,2864.67,,neighbourhood-community-infrastructure-levy,19/00681/FUL/CIL,local-authority-eng:EPS,2019-10-14,2019-10-14,,/developer-agreement-contribution/local-authority-eng/EPS/19-00681-NEIGHBOURHOOD-3
19/00681/IDP 1,15278.25,,community-infrastructure-levy,19/00681/FUL/CIL,local-authority-eng:EPS,2019-10-14,2019-10-14,,/developer-agreement-contribution/local-authority-eng/EPS/19-00681-IDP-1
19/00681/IDP 2,15278.24,,community-infrastructure-levy,19/00681/FUL/CIL,local-authority-eng:EPS,2019-10-14,2019-10-14,,/developer-agreement-contribution/local-authority-eng/EPS/19-00681-IDP-2
19/00681/IDP 3,15278.24,,community-infrastructure-levy,19/00681/FUL/CIL,local-authority-eng:EPS,2019-10-14,2019-10-14,,/developer-agreement-contribution/local-authority-eng/EPS/19-00681-IDP-3
16/00712/CILADMIN 1,659.56,,cil-administration-costs,16/00712/FUL/CIL,local-authority-eng:EPS,2019-10-15,2019-10-15,,/developer-agreement-contribution/local-authority-eng/EPS/16-00712-CILADMIN-1
16/00712/NEIGHBOURHOOD 1,1978.68,,neighbourhood-community-infrastructure-levy,16/00712/FUL/CIL,local-authority-eng:EPS,2019-10-15,2019-10-15,,/developer-agreement-contribution/local-authority-eng/EPS/16-00712-NEIGHBOURHOOD-1
16/00712/IDP 1,10552.94,,community-infrastructure-levy,16/00712/FUL/CIL,local-authority-eng:EPS,2019-10-15,2019-10-15,,/developer-agreement-contribution/local-authority-eng/EPS/16-00712-IDP-1
19/00622/CILADMIN 1,686.93,,cil-administration-costs,19/00622/FUL/CIL,local-authority-eng:EPS,2019-10-23,2019-10-16,,/developer-agreement-contribution/local-authority-eng/EPS/19-00622-CILADMIN-1
19/00622/CILADMIN 2,686.93,,cil-administration-costs,19/00622/FUL/CIL,local-authority-eng:EPS,2019-10-23,2019-10-16,,/developer-agreement-contribution/local-authority-eng/EPS/19-00622-CILADMIN-2
19/00622/NEIGHBOURHOOD 1,2060.77,,neighbourhood-community-infrastructure-levy,19/00622/FUL/CIL,local-authority-eng:EPS,2019-10-23,2019-10-16,,/developer-agreement-contribution/local-authority-eng/EPS/19-00622-NEIGHBOURHOOD-1
19/00622/NEIGHBOURHOOD 2,2060.77,,neighbourhood-community-infrastructure-levy,19/00622/FUL/CIL,local-authority-eng:EPS,2019-10-23,2019-10-16,,/developer-agreement-contribution/local-authority-eng/EPS/19-00622-NEIGHBOURHOOD-2
19/00622/IDP 1,10990.8,,community-infrastructure-levy,19/00622/FUL/CIL,local-authority-eng:EPS,2019-10-23,2019-10-16,,/developer-agreement-contribution/local-authority-eng/EPS/19-00622-IDP-1
19/00622/IDP 2,10990.8,,community-infrastructure-levy,19/00622/FUL/CIL,local-authority-eng:EPS,2019-10-23,2019-10-16,,/developer-agreement-contribution/local-authority-eng/EPS/19-00622-IDP-2
18/01018/S106 1,0,,Deed of variation to principle agreement,18/01018/REM/S106,local-authority-eng:EPS,2019-10-30,2019-10-04,,/developer-agreement-contribution/local-authority-eng/EPS/18-01018-S106-1
15/00845/S106 1,0,,Amended -Affordable- Housing- plan- locations,15/00845/FUL/S106,local-authority-eng:EPS,2019-10-30,2019-10-01,,/developer-agreement-contribution/local-authority-eng/EPS/15-00845-S106-1
17/01586/S106 1,299880,,Off -site- affordable- housing -contribution,17/01586/FUL/S106,local-authority-eng:EPS,2019-10-30,2019-10-15,,/developer-agreement-contribution/local-authority-eng/EPS/17-01586-S106-1
17/01586/S106 2,0,,Provision - 2- units,17/01586/FUL/S106,local-authority-eng:EPS,2019-10-30,2019-10-15,,/developer-agreement-contribution/local-authority-eng/EPS/17-01586-S106-2
17/01760/S106 1,429437,,Affordable-housing,17/01760/FUL/S106 1,local-authority-eng:EPS,2019-10-30,2019-10-22,,/developer-agreement-contribution/local-authority-eng/EPS/17-01760-S106-1
19/00538/CILADMIN 1,373.22,,cil-administration-costs,19/00538/RES/CIL,local-authority-eng:EPS,2019-10-30,2019-10-30,,/developer-agreement-contribution/local-authority-eng/EPS/19-00538-CILADMIN-1
19/00538/CILADMIN 2,373.22,,cil-administration-costs,19/00538/RES/CIL,local-authority-eng:EPS,2019-10-30,2019-10-30,,/developer-agreement-contribution/local-authority-eng/EPS/19-00538-CILADMIN-2
19/00538/NEIGHBOURHOOD 1,1119.66,,neighbourhood-community-infrastructure-levy,19/00538/RES/CIL,local-authority-eng:EPS,2019-10-30,2019-10-30,,/developer-agreement-contribution/local-authority-eng/EPS/19-00538-NEIGHBOURHOOD-1
19/00538/NEIGHBOURHOOD 2,1119.66,,neighbourhood-community-infrastructure-levy,19/00538/RES/CIL,local-authority-eng:EPS,2019-10-30,2019-10-30,,/developer-agreement-contribution/local-authority-eng/EPS/19-00538-NEIGHBOURHOOD-2
19/00538/IDP 1,5971.51,,community-infrastructure-levy,19/00538/RES/CIL,local-authority-eng:EPS,2019-10-30,2019-10-30,,/developer-agreement-contribution/local-authority-eng/EPS/19-00538-IDP-1
19/00538/IDP 2,5971.51,,community-infrastructure-levy,19/00538/RES/CIL,local-authority-eng:EPS,2019-10-30,2019-10-30,,/developer-agreement-contribution/local-authority-eng/EPS/19-00538-IDP-2
19/00768/CILADMIN 1,0,,cil-administration-costs,19/00768/FUL/CIL,local-authority-eng:EPS,2019-11-05,2019-11-05,,/developer-agreement-contribution/local-authority-eng/EPS/19-00768-CILADMIN-1
19/00768/NEIGHBOURHOOD 1,0,,neighbourhood-community-infrastructure-levy,19/00768/FUL/CIL,local-authority-eng:EPS,2019-11-05,2019-11-05,,/developer-agreement-contribution/local-authority-eng/EPS/19-00768-NEIGHBOURHOOD-1
19/00768/IDP 1,0,,community-infrastructure-levy,19/00768/FUL/CIL,local-authority-eng:EPS,2019-11-05,2019-11-05,,/developer-agreement-contribution/local-authority-eng/EPS/19-00768-IDP-1
17/01419/CILADMIN 1,74.64,,cil-administration-costs,17/01419/FUL/CIL,local-authority-eng:EPS,2019-11-05,2019-10-30,,/developer-agreement-contribution/local-authority-eng/EPS/17-01419-CILADMIN-1
17/01419/NEIGHBOURHOOD 1,223.94,,neighbourhood-community-infrastructure-levy,17/01419/FUL/CIL,local-authority-eng:EPS,2019-11-05,2019-10-30,,/developer-agreement-contribution/local-authority-eng/EPS/17-01419-NEIGHBOURHOOD-1
17/01419/IDP 1,1194.33,,community-infrastructure-levy,17/01419/FUL/CIL,local-authority-eng:EPS,2019-11-05,2019-10-30,,/developer-agreement-contribution/local-authority-eng/EPS/17-01419-IDP-1
19/00079/CILADMIN 1,0,,cil-administration-costs,19/00079/FUL/CIL,local-authority-eng:EPS,2019-11-13,2019-11-13,,/developer-agreement-contribution/local-authority-eng/EPS/19-00079-CILADMIN-1
19/00079/NEIGHBOURHOOD 1,0,,neighbourhood-community-infrastructure-levy,19/00079/FUL/CIL,local-authority-eng:EPS,2019-11-13,2019-11-13,,/developer-agreement-contribution/local-authority-eng/EPS/19-00079-NEIGHBOURHOOD-1
19/00079/IDP 1,0,,community-infrastructure-levy,19/00079/FUL/CIL,local-authority-eng:EPS,2019-11-13,2019-11-13,,/developer-agreement-contribution/local-authority-eng/EPS/19-00079-IDP-1
18/00486/CILADMIN 1,834.57,,cil-administration-costs,18/00486/FUL/CIL,local-authority-eng:EPS,2019-11-25,2019-11-25,,/developer-agreement-contribution/local-authority-eng/EPS/18-00486-CILADMIN-1
18/00486/CILADMIN 2,834.57,,cil-administration-costs,18/00486/FUL/CIL,local-authority-eng:EPS,2019-11-25,2019-11-25,,/developer-agreement-contribution/local-authority-eng/EPS/18-00486-CILADMIN-2
18/00486/CILADMIN 3,834.57,,cil-administration-costs,18/00486/FUL/CIL,local-authority-eng:EPS,2019-11-25,2019-11-25,,/developer-agreement-contribution/local-authority-eng/EPS/18-00486-CILADMIN-3
18/00486/NEIGHBOURHOOD 1,2503.71,,neighbourhood-community-infrastructure-levy,18/00486/FUL/CIL,local-authority-eng:EPS,2019-11-25,2019-11-25,,/developer-agreement-contribution/local-authority-eng/EPS/18-00486-NEIGHBOURHOOD-1
18/00486/NEIGHBOURHOOD 2,2503.71,,neighbourhood-community-infrastructure-levy,18/00486/FUL/CIL,local-authority-eng:EPS,2019-11-25,2019-11-25,,/developer-agreement-contribution/local-authority-eng/EPS/18-00486-NEIGHBOURHOOD-2
18/00486/NEIGHBOURHOOD 3,2503.71,,neighbourhood-community-infrastructure-levy,18/00486/FUL/CIL,local-authority-eng:EPS,2019-11-25,2019-11-25,,/developer-agreement-contribution/local-authority-eng/EPS/18-00486-NEIGHBOURHOOD-3
18/00486/IDP 1,13353.15,,community-infrastructure-levy,18/00486/FUL/CIL,local-authority-eng:EPS,2019-11-25,2019-11-25,,/developer-agreement-contribution/local-authority-eng/EPS/18-00486-IDP-1
18/00486/IDP 2,13353.14,,community-infrastructure-levy,18/00486/FUL/CIL,local-authority-eng:EPS,2019-11-25,2019-11-25,,/developer-agreement-contribution/local-authority-eng/EPS/18-00486-IDP-2
18/00486/IDP 3,13353.14,,community-infrastructure-levy,18/00486/FUL/CIL,local-authority-eng:EPS,2019-11-25,2019-11-25,,/developer-agreement-contribution/local-authority-eng/EPS/18-00486-IDP-3
18/01264/CILADMIN 1,1369.76,,cil-administration-costs,18/01264/FUL/CIL,local-authority-eng:EPS,2020-02-19,2020-01-28,,/developer-agreement-contribution/local-authority-eng/EPS/18-01264-CILADMIN-1
18/01264/CILADMIN 2,1369.77,,cil-administration-costs,18/01264/FUL/CIL,local-authority-eng:EPS,2020-02-19,2020-01-28,,/developer-agreement-contribution/local-authority-eng/EPS/18-01264-CILADMIN-2
18/01264/CILADMIN 3,1369.77,,cil-administration-costs,18/01264/FUL/CIL,local-authority-eng:EPS,2020-02-19,2020-01-28,,/developer-agreement-contribution/local-authority-eng/EPS/18-01264-CILADMIN-3
18/01264/NEIGHBOURHOOD 1,4109.31,,neighbourhood-community-infrastructure-levy,18/01264/FUL/CIL,local-authority-eng:EPS,2020-02-19,2020-01-28,,/developer-agreement-contribution/local-authority-eng/EPS/18-01264-NEIGHBOURHOOD-1
18/01264/NEIGHBOURHOOD 2,4109.31,,neighbourhood-community-infrastructure-levy,18/01264/FUL/CIL,local-authority-eng:EPS,2020-02-19,2020-01-28,,/developer-agreement-contribution/local-authority-eng/EPS/18-01264-NEIGHBOURHOOD-2
18/01264/NEIGHBOURHOOD 3,4109.31,,neighbourhood-community-infrastructure-levy,18/01264/FUL/CIL,local-authority-eng:EPS,2020-02-19,2020-01-28,,/developer-agreement-contribution/local-authority-eng/EPS/18-01264-NEIGHBOURHOOD-3
18/01264/IDP 1,21916.32,,community-infrastructure-levy,18/01264/FUL/CIL,local-authority-eng:EPS,2020-02-19,2020-01-28,,/developer-agreement-contribution/local-authority-eng/EPS/18-01264-IDP-1
18/01264/IDP 2,21916.32,,community-infrastructure-levy,18/01264/FUL/CIL,local-authority-eng:EPS,2020-02-19,2020-01-28,,/developer-agreement-contribution/local-authority-eng/EPS/18-01264-IDP-2
18/01264/IDP 3,21916.32,,community-infrastructure-levy,18/01264/FUL/CIL,local-authority-eng:EPS,2020-02-19,2020-01-28,,/developer-agreement-contribution/local-authority-eng/EPS/18-01264-IDP-3
19/00577/CILADMIN 1,821.78,,cil-administration-costs,19/00577/ FUL/CIL,local-authority-eng:EPS,2020-02-19,2020-02-06,,/developer-agreement-contribution/local-authority-eng/EPS/19-00577-CILADMIN-1
19/00577/CILADMIN 2,821.77,,cil-administration-costs,19/00577/ FUL/CIL,local-authority-eng:EPS,2020-02-19,2020-02-06,,/developer-agreement-contribution/local-authority-eng/EPS/19-00577-CILADMIN-2
19/00577/NEIGHBOURHOOD 1,2465.33,,neighbourhood-community-infrastructure-levy,19/00577/ FUL/CIL,local-authority-eng:EPS,2020-02-19,2020-02-06,,/developer-agreement-contribution/local-authority-eng/EPS/19-00577-NEIGHBOURHOOD-1
19/00577/NEIGHBOURHOOD 2,2465.33,,neighbourhood-community-infrastructure-levy,19/00577/ FUL/CIL,local-authority-eng:EPS,2020-02-19,2020-02-06,,/developer-agreement-contribution/local-authority-eng/EPS/19-00577-NEIGHBOURHOOD-2
19/00577/IDP 1,13148.41,,community-infrastructure-levy,19/00577/ FUL/CIL,local-authority-eng:EPS,2020-02-19,2020-02-06,,/developer-agreement-contribution/local-authority-eng/EPS/19-00577-IDP-1
19/00577/IDP 2,13148.41,,community-infrastructure-levy,19/00577/ FUL/CIL,local-authority-eng:EPS,2020-02-19,2020-02-06,,/developer-agreement-contribution/local-authority-eng/EPS/19-00577-IDP-2
19/01079/CILADMIN 1,0,,cil-administration-costs,19/01079/FUL/CIL,local-authority-eng:EPS,2020-03-12,2020-02-03,,/developer-agreement-contribution/local-authority-eng/EPS/19-01079-CILADMIN-1
19/01079/NEIGHBOURHOOD 1,0,,neighbourhood-community-infrastructure-levy,19/01079/FUL/CIL,local-authority-eng:EPS,2020-03-12,2020-02-03,,/developer-agreement-contribution/local-authority-eng/EPS/19-01079-NEIGHBOURHOOD-1
19/01079/IDP 1,0,,community-infrastructure-levy,19/01079/FUL/CIL,local-authority-eng:EPS,2020-03-12,2020-02-03,,/developer-agreement-contribution/local-authority-eng/EPS/19-01079-IDP-1
19/01382/CILADMIN 1,0,,cil-administration-costs,19/01382/REM/CIL,local-authority-eng:EPS,2020-03-12,2020-02-25,,/developer-agreement-contribution/local-authority-eng/EPS/19-01382-CILADMIN-1
19/01382/NEIGHBOURHOOD 1,0,,neighbourhood-community-infrastructure-levy,19/01382/REM/CIL,local-authority-eng:EPS,2020-03-12,2020-02-25,,/developer-agreement-contribution/local-authority-eng/EPS/19-01382-NEIGHBOURHOOD-1
19/01382/IDP 1,0,,community-infrastructure-levy,19/01382/REM/CIL,local-authority-eng:EPS,2020-03-12,2020-02-25,,/developer-agreement-contribution/local-authority-eng/EPS/19-01382-IDP-1
18/01298/CILADMIN 1,543.27,,cil-administration-costs,18/01298/FUL/CIL,local-authority-eng:EPS,2020-03-12,2020-02-26,,/developer-agreement-contribution/local-authority-eng/EPS/18-01298-CILADMIN-1
18/01298/CILADMIN 2,543.27,,cil-administration-costs,18/01298/FUL/CIL,local-authority-eng:EPS,2020-03-12,2020-02-26,,/developer-agreement-contribution/local-authority-eng/EPS/18-01298-CILADMIN-2
18/01298/NEIGHBOURHOOD 1,1629.81,,neighbourhood-community-infrastructure-levy,18/01298/FUL/CIL,local-authority-eng:EPS,2020-03-12,2020-02-26,,/developer-agreement-contribution/local-authority-eng/EPS/18-01298-NEIGHBOURHOOD-1
18/01298/NEIGHBOURHOOD 2,1629.8,,neighbourhood-community-infrastructure-levy,18/01298/FUL/CIL,local-authority-eng:EPS,2020-03-12,2020-02-26,,/developer-agreement-contribution/local-authority-eng/EPS/18-01298-NEIGHBOURHOOD-2
18/01298/IDP 1,8692.29,,community-infrastructure-levy,18/01298/FUL/CIL,local-authority-eng:EPS,2020-03-12,2020-02-26,,/developer-agreement-contribution/local-authority-eng/EPS/18-01298-IDP-1
18/01298/IDP 2,8692.29,,community-infrastructure-levy,18/01298/FUL/CIL,local-authority-eng:EPS,2020-03-12,2020-02-26,,/developer-agreement-contribution/local-authority-eng/EPS/18-01298-IDP-2
19/00062/CILADMIN 1,0,,cil-administration-costs,19/00062/FUL/CIL,local-authority-eng:EPS,2020-03-12,2020-02-25,,/developer-agreement-contribution/local-authority-eng/EPS/19-00062-CILADMIN-1
19/00062/NEIGHBOURHOOD 1,0,,neighbourhood-community-infrastructure-levy,19/00062/FUL/CIL,local-authority-eng:EPS,2020-03-12,2020-02-25,,/developer-agreement-contribution/local-authority-eng/EPS/19-00062-NEIGHBOURHOOD-1
19/00062/IDP 1,0,,community-infrastructure-levy,19/00062/FUL/CIL,local-authority-eng:EPS,2020-03-12,2020-02-25,,/developer-agreement-contribution/local-authority-eng/EPS/19-00062-IDP-1
19/01592/CILADMIN 1,0,,cil-administration-costs,19/01592/REM/CIL,local-authority-eng:EPS,2020-03-12,2020-02-27,,/developer-agreement-contribution/local-authority-eng/EPS/19-01592-CILADMIN-1
19/01592/NEIGHBOURHOOD 1,0,,neighbourhood-community-infrastructure-levy,19/01592/REM/CIL,local-authority-eng:EPS,2020-03-12,2020-02-27,,/developer-agreement-contribution/local-authority-eng/EPS/19-01592-NEIGHBOURHOOD-1
19/01592/IDP 1,0,,community-infrastructure-levy,19/01592/REM/CIL,local-authority-eng:EPS,2020-03-12,2020-02-27,,/developer-agreement-contribution/local-authority-eng/EPS/19-01592-IDP-1
18/01559/CILADMIN 1,19931.57,,cil-administration-costs,18/01559/REM/CIL,local-authority-eng:EPS,2020-03-12,2020-03-11,,/developer-agreement-contribution/local-authority-eng/EPS/18-01559-CILADMIN-1
18/01559/CILADMIN 2,19931.57,,cil-administration-costs,18/01559/REM/CIL,local-authority-eng:EPS,2020-03-12,2020-03-11,,/developer-agreement-contribution/local-authority-eng/EPS/18-01559-CILADMIN-2
18/01559/CILADMIN 3,19931.57,,cil-administration-costs,18/01559/REM/CIL,local-authority-eng:EPS,2020-03-12,2020-03-11,,/developer-agreement-contribution/local-authority-eng/EPS/18-01559-CILADMIN-3
18/01559/NEIGHBOURHOOD 1,59794.7,,neighbourhood-community-infrastructure-levy,18/01559/REM/CIL,local-authority-eng:EPS,2020-03-12,2020-03-11,,/developer-agreement-contribution/local-authority-eng/EPS/18-01559-NEIGHBOURHOOD-1
18/01559/NEIGHBOURHOOD 1,59794.7,,neighbourhood-community-infrastructure-levy,18/01559/REM/CIL,local-authority-eng:EPS,2020-03-12,2020-03-11,,/developer-agreement-contribution/local-authority-eng/EPS/18-01559-NEIGHBOURHOOD-1
18/01559/NEIGHBOURHOOD 1,59794.7,,neighbourhood-community-infrastructure-levy,18/01559/REM/CIL,local-authority-eng:EPS,2020-03-12,2020-03-11,,/developer-agreement-contribution/local-authority-eng/EPS/18-01559-NEIGHBOURHOOD-1
18/01559/IDP 1,318905.08,,community-infrastructure-levy,18/01559/REM/CIL,local-authority-eng:EPS,2020-03-12,2020-03-11,,/developer-agreement-contribution/local-authority-eng/EPS/18-01559-IDP-1
18/01559/IDP 2,318905.08,,community-infrastructure-levy,18/01559/REM/CIL,local-authority-eng:EPS,2020-03-12,2020-03-11,,/developer-agreement-contribution/local-authority-eng/EPS/18-01559-IDP-2
18/01559/IDP 3,318905.07,,community-infrastructure-levy,18/01559/REM/CIL,local-authority-eng:EPS,2020-03-12,2020-03-11,,/developer-agreement-contribution/local-authority-eng/EPS/18-01559-IDP-3
18/00481/CILADMIN 1,67.88,,cil-administration-costs,18/00481/REM/CIL,local-authority-eng:EPS,2020-05-14,2019-09-10,,/developer-agreement-contribution/local-authority-eng/EPS/18-00481-CILADMIN-1
18/00481/NEIGHBOURHOOD 1,203.64,,neighbourhood-community-infrastructure-levy,18/00481/REM/CIL,local-authority-eng:EPS,2020-05-14,2019-09-10,,/developer-agreement-contribution/local-authority-eng/EPS/18-00481-NEIGHBOURHOOD-1
18/00481/IDP 1,1086.07,,community-infrastructure-levy,18/00481/REM/CIL,local-authority-eng:EPS,2020-05-14,2019-09-10,,/developer-agreement-contribution/local-authority-eng/EPS/18-00481-IDP-1
16/01564/CILADMIN 1,964.96,,cil-administration-costs,16/01564/FUL/CIL,local-authority-eng:EPS,2020-05-14,2019-09-16,,/developer-agreement-contribution/local-authority-eng/EPS/16-01564-CILADMIN-1
16/01564/NEIGHBOURHOOD 1,2894.87,,neighbourhood-community-infrastructure-levy,16/01564/FUL/CIL,local-authority-eng:EPS,2020-05-14,2019-09-16,,/developer-agreement-contribution/local-authority-eng/EPS/16-01564-NEIGHBOURHOOD-1
16/01564/IDP 1,15439.34,,community-infrastructure-levy,16/01564/FUL/CIL,local-authority-eng:EPS,2020-05-14,2019-09-16,,/developer-agreement-contribution/local-authority-eng/EPS/16-01564-IDP-1
16/00588/CILADMIN 1,609.8,,cil-administration-costs,16/00588/FUL /CIL,local-authority-eng:EPS,2020-05-14,2019-10-22,,/developer-agreement-contribution/local-authority-eng/EPS/16-00588-CILADMIN-1
16/00588/NEIGHBOURHOOD 1,1829.41,,neighbourhood-community-infrastructure-levy,16/00588/FUL /CIL,local-authority-eng:EPS,2020-05-14,2019-10-22,,/developer-agreement-contribution/local-authority-eng/EPS/16-00588-NEIGHBOURHOOD-1
16/00588/IDP 1,9756.86,,community-infrastructure-levy,16/00588/FUL /CIL,local-authority-eng:EPS,2020-05-14,2019-10-22,,/developer-agreement-contribution/local-authority-eng/EPS/16-00588-IDP-1
18/01360/S106 1,2000,,Monitoring fee,18/01360/FUL /S106,local-authority-eng:EPS,2020-05-14,2020-01-10,,/developer-agreement-contribution/local-authority-eng/EPS/18-01360-S106-1
